id,khxx_id,zdmc
724,454,鑫正建材
725,454,益马商砼
726,196,光山县怡晟混凝土
727,196,怡晟商品混凝土
728,453,川大砖厂
729,86,麻城胜强
730,200,武汉华安军山站
731,455,中砼阳逻站
732,456,恒锦建材
733,76,砖厂刘总
734,294,鑫宏伟
735,294,中砼东西湖
737,153,东方明浒
738,170,兴盛源管业
739,165,鑫宏林
740,458,恒鑫商砼
741,459,恒鑫
742,460,自提
743,460,自提
744,461,白兆山配送
746,462,自提
747,152,解放公园工地
748,165,绿色建工
749,59,大彭家塆
750,463,黄陂砖厂
751,422,三源白玉山站
752,464,中阳明黄陂站
753,187,鑫天意
754,56,自提
755,465,沙湖镇工地
756,466,宝武建安库
757,467,宝武建安库
